TipusCasData,RegioSanitariaDescripcio,EdatRang,Total
2020-03-18,METROPOLITANA SUD,50-59,51
2020-03-18,METROPOLITANA SUD,30-39,26
2020-03-18,METROPOLITANA SUD,40-49,41
2020-03-18,METROPOLITANA SUD,60-69,43
2020-03-18,METROPOLITANA SUD,80-89,45
2020-03-18,METROPOLITANA NORD,30-39,30
2020-03-18,METROPOLITANA NORD,40-49,47
2020-03-18,METROPOLITANA NORD,60-69,69
2020-03-18,METROPOLITANA NORD,90+,13
2020-03-18,METROPOLITANA SUD,90+,13
2020-03-18,METROPOLITANA NORD,50-59,80
2020-03-18,GIRONA,20-29,6
2020-03-18,TERRES DE L'EBRE,70-79,2
2020-03-18,TERRES DE L'EBRE,60-69,1
2020-03-18,TERRES DE L'EBRE,80-89,1
2020-03-18,TERRES DE L'EBRE,50-59,1
2020-03-18,METROPOLITANA SUD,70-79,47
2020-03-18,METROPOLITANA SUD,20-29,11
2020-03-18,METROPOLITANA NORD,20-29,13
2020-03-18,LLEIDA,70-79,7
2020-03-18,LLEIDA,30-39,8
2020-03-18,LLEIDA,40-49,8
2020-03-18,LLEIDA,80-89,11
2020-03-18,LLEIDA,0-9,1
2020-03-18,LLEIDA,20-29,6
2020-03-18,LLEIDA,50-59,9
2020-03-18,METROPOLITANA NORD,80-89,37
2020-03-18,LLEIDA,60-69,5
2020-03-18,METROPOLITANA NORD,0-9,1
2020-03-18,METROPOLITANA NORD,70-79,62
2020-03-18,METROPOLITANA NORD,10-19,1
2020-03-19,CATALUNYA CENTRAL,70-79,19
2020-03-19,CATALUNYA CENTRAL,40-49,14
2020-03-19,CATALUNYA CENTRAL,80-89,21
2020-03-19,CAMP DE TARRAGONA,40-49,4
2020-03-19,CATALUNYA CENTRAL,20-29,9
2020-03-19,CATALUNYA CENTRAL,30-39,10
2020-03-19,CATALUNYA CENTRAL,60-69,32
2020-03-19,CAMP DE TARRAGONA,50-59,12
2020-03-19,CAMP DE TARRAGONA,70-79,4
2020-03-19,CAMP DE TARRAGONA,90+,2
2020-03-19,CAMP DE TARRAGONA,60-69,11
2020-03-19,CAMP DE TARRAGONA,80-89,1
2020-03-19,CATALUNYA CENTRAL,50-59,27
2020-03-19,GIRONA,40-49,22
2020-03-19,CATALUNYA CENTRAL,90+,5
2020-03-19,GIRONA,20-29,5
2020-03-19,GIRONA,60-69,23
2020-03-19,GIRONA,70-79,16
2020-03-19,GIRONA,90+,1
2020-03-19,GIRONA,30-39,11
2020-03-19,GIRONA,50-59,17
2020-03-19,GIRONA,80-89,7
2020-03-19,ALT PIRINEU I ARAN,50-59,2
2020-03-19,CAMP DE TARRAGONA,20-29,2
2020-03-19,BARCELONA CIUTAT,40-49,69
2020-03-19,BARCELONA CIUTAT,20-29,21
2020-03-19,BARCELONA CIUTAT,30-39,40
2020-03-19,BARCELONA CIUTAT,70-79,83
2020-03-19,BARCELONA CIUTAT,50-59,66
2020-03-19,BARCELONA CIUTAT,10-19,1
2020-03-19,BARCELONA CIUTAT,60-69,68
2020-03-19,ALT PIRINEU I ARAN,40-49,2
2020-03-19,ALT PIRINEU I ARAN,80-89,1
2020-03-19,BARCELONA CIUTAT,80-89,69
2020-03-19,CAMP DE TARRAGONA,30-39,3
2020-03-19,BARCELONA CIUTAT,90+,29
2020-03-19,BARCELONA CIUTAT,0-9,1
2020-03-19,METROPOLITANA SUD,20-29,13
2020-03-19,METROPOLITANA SUD,30-39,20
2020-03-19,METROPOLITANA SUD,90+,20
2020-03-19,METROPOLITANA SUD,50-59,45
2020-03-19,METROPOLITANA SUD,60-69,47
2020-03-19,METROPOLITANA SUD,40-49,51
2020-03-19,METROPOLITANA SUD,70-79,77
2020-03-19,METROPOLITANA SUD,80-89,48
2020-03-19,TERRES DE L'EBRE,30-39,3
2020-03-19,TERRES DE L'EBRE,80-89,2
2020-03-19,TERRES DE L'EBRE,50-59,6
2020-03-19,TERRES DE L'EBRE,70-79,2
2020-03-19,TERRES DE L'EBRE,40-49,2
2020-03-19,TERRES DE L'EBRE,0-9,1
2020-03-19,METROPOLITANA NORD,30-39,40
2020-03-19,TERRES DE L'EBRE,60-69,3
2020-03-19,METROPOLITANA NORD,40-49,65
2020-03-19,METROPOLITANA NORD,50-59,75
2020-03-19,LLEIDA,70-79,9
2020-03-19,LLEIDA,90+,3
2020-03-19,LLEIDA,80-89,11
2020-03-19,LLEIDA,40-49,7
2020-03-19,LLEIDA,30-39,3
2020-03-19,METROPOLITANA NORD,20-29,17
2020-03-19,LLEIDA,50-59,9
2020-03-19,LLEIDA,20-29,1
2020-03-19,METROPOLITANA NORD,10-19,4
2020-03-19,LLEIDA,60-69,3
2020-03-19,METROPOLITANA NORD,90+,15
2020-03-19,METROPOLITANA NORD,60-69,71
2020-03-19,METROPOLITANA NORD,70-79,74
2020-03-19,METROPOLITANA NORD,80-89,30
2020-03-20,CATALUNYA CENTRAL,70-79,29
2020-03-20,CATALUNYA CENTRAL,50-59,23
2020-03-20,CATALUNYA CENTRAL,40-49,17
2020-03-20,CATALUNYA CENTRAL,20-29,6
2020-03-20,CATALUNYA CENTRAL,80-89,21
2020-03-20,CATALUNYA CENTRAL,60-69,31
2020-03-20,CATALUNYA CENTRAL,30-39,12
2020-03-20,CAMP DE TARRAGONA,90+,2
2020-03-20,CATALUNYA CENTRAL,90+,5
2020-03-20,CAMP DE TARRAGONA,30-39,3
2020-03-20,CAMP DE TARRAGONA,70-79,7
2020-03-20,CAMP DE TARRAGONA,60-69,5
2020-03-20,CAMP DE TARRAGONA,20-29,5
2020-03-20,GIRONA,20-29,11
2020-03-20,GIRONA,60-69,24
2020-03-20,CAMP DE TARRAGONA,50-59,10
2020-03-20,GIRONA,70-79,20
2020-03-20,GIRONA,80-89,14
2020-03-20,GIRONA,30-39,17
2020-03-20,GIRONA,0-9,2
2020-03-20,GIRONA,40-49,21
2020-03-20,GIRONA,50-59,26
2020-03-20,GIRONA,90+,6
2020-03-20,CATALUNYA CENTRAL,10-19,1
2020-03-20,ALT PIRINEU I ARAN,60-69,4
2020-03-20,CAMP DE TARRAGONA,80-89,2
2020-03-20,BARCELONA CIUTAT,70-79,100
2020-03-20,BARCELONA CIUTAT,0-9,2
2020-03-20,BARCELONA CIUTAT,60-69,92
2020-03-20,BARCELONA CIUTAT,50-59,94
2020-03-20,BARCELONA CIUTAT,90+,31
2020-03-20,ALT PIRINEU I ARAN,50-59,4
2020-03-20,ALT PIRINEU I ARAN,80-89,1
2020-03-20,ALT PIRINEU I ARAN,40-49,2
2020-03-20,ALT PIRINEU I ARAN,70-79,1
2020-03-20,BARCELONA CIUTAT,40-49,60
2020-03-20,BARCELONA CIUTAT,20-29,20
2020-03-20,CAMP DE TARRAGONA,40-49,4
2020-03-20,BARCELONA CIUTAT,30-39,51
2020-03-20,BARCELONA CIUTAT,80-89,64
2020-03-20,METROPOLITANA SUD,30-39,24
2020-03-20,METROPOLITANA SUD,80-89,58
2020-03-20,METROPOLITANA SUD,50-59,73
2020-03-20,METROPOLITANA SUD,90+,16
2020-03-20,METROPOLITANA SUD,20-29,16
2020-03-20,METROPOLITANA SUD,60-69,63
2020-03-20,METROPOLITANA SUD,40-49,56
2020-03-20,METROPOLITANA SUD,10-19,1
2020-03-20,METROPOLITANA SUD,70-79,63
2020-03-20,METROPOLITANA NORD,80-89,59
2020-03-20,METROPOLITANA NORD,60-69,73
2020-03-20,METROPOLITANA NORD,30-39,40
2020-03-20,METROPOLITANA NORD,20-29,32
2020-03-20,METROPOLITANA NORD,90+,13
2020-03-20,TERRES DE L'EBRE,70-79,1
2020-03-20,TERRES DE L'EBRE,30-39,3
2020-03-20,TERRES DE L'EBRE,60-69,2
2020-03-20,TERRES DE L'EBRE,40-49,2
2020-03-20,TERRES DE L'EBRE,90+,2
2020-03-20,TERRES DE L'EBRE,50-59,3
2020-03-20,TERRES DE L'EBRE,20-29,1
2020-03-20,TERRES DE L'EBRE,80-89,1
2020-03-20,METROPOLITANA NORD,50-59,75
2020-03-20,METROPOLITANA NORD,40-49,87
2020-03-20,LLEIDA,80-89,3
2020-03-20,LLEIDA,40-49,5
2020-03-20,LLEIDA,60-69,7
2020-03-20,LLEIDA,20-29,1
2020-03-20,LLEIDA,70-79,5
2020-03-20,LLEIDA,90+,4
2020-03-20,LLEIDA,30-39,6
2020-03-20,LLEIDA,50-59,5
2020-03-20,METROPOLITANA NORD,10-19,2
2020-03-20,METROPOLITANA NORD,70-79,72
2020-03-20,METROPOLITANA NORD,0-9,2
2020-03-21,CAMP DE TARRAGONA,20-29,2
2020-03-21,CATALUNYA CENTRAL,50-59,19
2020-03-21,CATALUNYA CENTRAL,60-69,15
2020-03-21,CATALUNYA CENTRAL,80-89,16
2020-03-21,CATALUNYA CENTRAL,20-29,3
2020-03-21,CATALUNYA CENTRAL,70-79,12
2020-03-21,CATALUNYA CENTRAL,40-49,17
2020-03-21,CATALUNYA CENTRAL,90+,9
2020-03-21,CAMP DE TARRAGONA,80-89,2
2020-03-21,CAMP DE TARRAGONA,50-59,7
2020-03-21,CAMP DE TARRAGONA,60-69,6
2020-03-21,CAMP DE TARRAGONA,30-39,2
2020-03-21,CATALUNYA CENTRAL,30-39,6
2020-03-21,CAMP DE TARRAGONA,90+,1
2020-03-21,GIRONA,30-39,9
2020-03-21,GIRONA,40-49,9
2020-03-21,GIRONA,80-89,7
2020-03-21,GIRONA,70-79,12
2020-03-21,GIRONA,0-9,1
2020-03-21,GIRONA,50-59,18
2020-03-21,GIRONA,60-69,21
2020-03-21,BARCELONA CIUTAT,70-79,56
2020-03-21,BARCELONA CIUTAT,30-39,37
2020-03-21,BARCELONA CIUTAT,60-69,53
2020-03-21,BARCELONA CIUTAT,0-9,2
2020-03-21,BARCELONA CIUTAT,40-49,47
2020-03-21,BARCELONA CIUTAT,50-59,50
2020-03-21,BARCELONA CIUTAT,80-89,51
2020-03-21,ALT PIRINEU I ARAN,50-59,2
2020-03-21,ALT PIRINEU I ARAN,30-39,1
2020-03-21,ALT PIRINEU I ARAN,60-69,2
2020-03-21,ALT PIRINEU I ARAN,90+,1
2020-03-21,ALT PIRINEU I ARAN,80-89,1
2020-03-21,ALT PIRINEU I ARAN,70-79,5
2020-03-21,CAMP DE TARRAGONA,70-79,4
2020-03-21,BARCELONA CIUTAT,20-29,13
2020-03-21,BARCELONA CIUTAT,90+,20
2020-03-21,BARCELONA CIUTAT,10-19,2
2020-03-21,CAMP DE TARRAGONA,40-49,1
2020-03-21,GIRONA,90+,6
2020-03-21,GIRONA,10-19,1
2020-03-21,METROPOLITANA SUD,90+,10
2020-03-21,METROPOLITANA SUD,20-29,10
2020-03-21,METROPOLITANA SUD,50-59,29
2020-03-21,METROPOLITANA SUD,40-49,27
2020-03-21,METROPOLITANA SUD,30-39,19
2020-03-21,METROPOLITANA SUD,60-69,29
2020-03-21,METROPOLITANA NORD,50-59,56
2020-03-21,METROPOLITANA NORD,90+,10
2020-03-21,METROPOLITANA NORD,80-89,52
2020-03-21,METROPOLITANA NORD,70-79,70
2020-03-21,METROPOLITANA NORD,40-49,48
2020-03-21,METROPOLITANA NORD,30-39,22
2020-03-21,METROPOLITANA NORD,60-69,56
2020-03-21,METROPOLITANA SUD,80-89,31
2020-03-21,TERRES DE L'EBRE,20-29,1
2020-03-21,TERRES DE L'EBRE,50-59,3
2020-03-21,GIRONA,20-29,4
2020-03-21,TERRES DE L'EBRE,0-9,1
2020-03-21,TERRES DE L'EBRE,70-79,4
2020-03-21,TERRES DE L'EBRE,80-89,1
2020-03-21,METROPOLITANA SUD,70-79,43
2020-03-21,TERRES DE L'EBRE,90+,1
2020-03-21,TERRES DE L'EBRE,60-69,1
2020-03-21,LLEIDA,40-49,1
2020-03-21,LLEIDA,90+,5
2020-03-21,LLEIDA,50-59,3
2020-03-21,LLEIDA,30-39,3
2020-03-21,LLEIDA,20-29,3
2020-03-21,LLEIDA,80-89,4
2020-03-21,LLEIDA,60-69,3
2020-03-21,LLEIDA,70-79,4
2020-03-21,METROPOLITANA NORD,20-29,25
2020-03-21,METROPOLITANA NORD,0-9,3
2020-03-21,METROPOLITANA NORD,10-19,1
2020-03-22,CATALUNYA CENTRAL,40-49,10
2020-03-22,CATALUNYA CENTRAL,90+,2
2020-03-22,CATALUNYA CENTRAL,70-79,23
2020-03-22,CATALUNYA CENTRAL,80-89,26
2020-03-22,CATALUNYA CENTRAL,30-39,7
2020-03-22,CATALUNYA CENTRAL,20-29,4
2020-03-22,CATALUNYA CENTRAL,50-59,17
2020-03-22,CATALUNYA CENTRAL,60-69,18
2020-03-22,CAMP DE TARRAGONA,30-39,3
2020-03-22,CAMP DE TARRAGONA,60-69,6
2020-03-22,CAMP DE TARRAGONA,50-59,4
2020-03-22,GIRONA,20-29,8
2020-03-22,CAMP DE TARRAGONA,20-29,1
2020-03-22,GIRONA,0-9,2
2020-03-22,GIRONA,70-79,12
2020-03-22,GIRONA,30-39,9
2020-03-22,GIRONA,40-49,16
2020-03-22,GIRONA,80-89,13
2020-03-22,GIRONA,50-59,22
2020-03-22,GIRONA,90+,2
2020-03-22,GIRONA,60-69,19
2020-03-22,CATALUNYA CENTRAL,0-9,1
2020-03-22,BARCELONA CIUTAT,20-29,17
2020-03-22,BARCELONA CIUTAT,30-39,25
2020-03-22,BARCELONA CIUTAT,90+,24
2020-03-22,BARCELONA CIUTAT,60-69,40
2020-03-22,BARCELONA CIUTAT,40-49,36
2020-03-22,BARCELONA CIUTAT,70-79,51
2020-03-22,BARCELONA CIUTAT,50-59,41
2020-03-22,ALT PIRINEU I ARAN,40-49,2
2020-03-22,ALT PIRINEU I ARAN,70-79,2
2020-03-22,ALT PIRINEU I ARAN,60-69,1
2020-03-22,ALT PIRINEU I ARAN,30-39,1
2020-03-22,ALT PIRINEU I ARAN,80-89,2
2020-03-22,BARCELONA CIUTAT,80-89,42
2020-03-22,CAMP DE TARRAGONA,80-89,4
2020-03-22,CAMP DE TARRAGONA,70-79,9
2020-03-22,METROPOLITANA NORD,30-39,21
2020-03-22,LLEIDA,40-49,5
2020-03-22,METROPOLITANA SUD,80-89,23
2020-03-22,METROPOLITANA SUD,90+,5
2020-03-22,METROPOLITANA SUD,40-49,23
2020-03-22,METROPOLITANA SUD,20-29,8
2020-03-22,METROPOLITANA SUD,60-69,24
2020-03-22,METROPOLITANA SUD,0-9,1
2020-03-22,METROPOLITANA SUD,30-39,13
2020-03-22,METROPOLITANA SUD,70-79,29
2020-03-22,METROPOLITANA SUD,50-59,24
2020-03-22,TERRES DE L'EBRE,30-39,6
2020-03-22,TERRES DE L'EBRE,40-49,10
2020-03-22,TERRES DE L'EBRE,60-69,8
2020-03-22,TERRES DE L'EBRE,50-59,9
2020-03-22,TERRES DE L'EBRE,90+,1
2020-03-22,TERRES DE L'EBRE,20-29,1
2020-03-22,TERRES DE L'EBRE,80-89,1
2020-03-22,METROPOLITANA SUD,10-19,1
2020-03-22,METROPOLITANA NORD,20-29,14
2020-03-22,METROPOLITANA NORD,40-49,47
2020-03-22,METROPOLITANA NORD,60-69,51
2020-03-22,METROPOLITANA NORD,80-89,35
2020-03-22,LLEIDA,80-89,4
2020-03-22,LLEIDA,90+,1
2020-03-22,LLEIDA,50-59,7
2020-03-22,LLEIDA,60-69,3
2020-03-22,LLEIDA,70-79,5
2020-03-22,LLEIDA,20-29,1
2020-03-22,LLEIDA,30-39,2
2020-03-22,METROPOLITANA NORD,70-79,64
2020-03-22,METROPOLITANA NORD,50-59,49
2020-03-22,METROPOLITANA NORD,90+,12
2020-03-23,CATALUNYA CENTRAL,40-49,26
2020-03-23,CATALUNYA CENTRAL,60-69,36
2020-03-23,CATALUNYA CENTRAL,70-79,22
2020-03-23,CATALUNYA CENTRAL,90+,12
2020-03-23,CATALUNYA CENTRAL,30-39,10
2020-03-23,CATALUNYA CENTRAL,20-29,6
2020-03-23,CAMP DE TARRAGONA,70-79,10
2020-03-23,CAMP DE TARRAGONA,40-49,8
2020-03-23,CAMP DE TARRAGONA,90+,2
2020-03-23,CAMP DE TARRAGONA,80-89,11
2020-03-23,CAMP DE TARRAGONA,50-59,13
2020-03-23,CATALUNYA CENTRAL,50-59,24
2020-03-23,GIRONA,50-59,24
2020-03-23,CAMP DE TARRAGONA,60-69,14
2020-03-23,GIRONA,80-89,16
2020-03-23,GIRONA,40-49,37
2020-03-23,GIRONA,60-69,37
2020-03-23,GIRONA,70-79,16
2020-03-23,GIRONA,20-29,7
2020-03-23,GIRONA,90+,7
2020-03-23,GIRONA,30-39,18
2020-03-23,CATALUNYA CENTRAL,80-89,20
2020-03-23,ALT PIRINEU I ARAN,20-29,2
2020-03-23,CAMP DE TARRAGONA,30-39,5
2020-03-23,BARCELONA CIUTAT,60-69,122
2020-03-23,BARCELONA CIUTAT,40-49,108
2020-03-23,BARCELONA CIUTAT,70-79,91
2020-03-23,BARCELONA CIUTAT,90+,17
2020-03-23,BARCELONA CIUTAT,50-59,147
2020-03-23,BARCELONA CIUTAT,80-89,88
2020-03-23,BARCELONA CIUTAT,20-29,38
2020-03-23,BARCELONA CIUTAT,10-19,2
2020-03-23,ALT PIRINEU I ARAN,60-69,4
2020-03-23,ALT PIRINEU I ARAN,30-39,2
2020-03-23,ALT PIRINEU I ARAN,90+,1
2020-03-23,ALT PIRINEU I ARAN,80-89,1
2020-03-23,ALT PIRINEU I ARAN,40-49,2
2020-03-23,ALT PIRINEU I ARAN,50-59,5
2020-03-23,BARCELONA CIUTAT,30-39,66
2020-03-23,CAMP DE TARRAGONA,20-29,2
2020-03-23,BARCELONA CIUTAT,0-9,1
2020-03-23,LLEIDA,80-89,12
2020-03-23,METROPOLITANA SUD,30-39,42
2020-03-23,METROPOLITANA SUD,60-69,80
2020-03-23,METROPOLITANA SUD,20-29,23
2020-03-23,METROPOLITANA SUD,70-79,100
2020-03-23,METROPOLITANA SUD,80-89,61
2020-03-23,METROPOLITANA SUD,50-59,117
2020-03-23,METROPOLITANA SUD,40-49,77
2020-03-23,METROPOLITANA SUD,90+,19
2020-03-23,METROPOLITANA NORD,50-59,148
2020-03-23,TERRES DE L'EBRE,50-59,7
2020-03-23,TERRES DE L'EBRE,70-79,5
2020-03-23,TERRES DE L'EBRE,90+,1
2020-03-23,TERRES DE L'EBRE,30-39,3
2020-03-23,TERRES DE L'EBRE,60-69,2
2020-03-23,TERRES DE L'EBRE,40-49,1
2020-03-23,TERRES DE L'EBRE,80-89,1
2020-03-23,METROPOLITANA SUD,10-19,1
2020-03-23,METROPOLITANA NORD,80-89,67
2020-03-23,METROPOLITANA NORD,60-69,122
2020-03-23,METROPOLITANA NORD,40-49,105
2020-03-23,METROPOLITANA NORD,30-39,57
2020-03-23,LLEIDA,30-39,11
2020-03-23,LLEIDA,70-79,10
2020-03-23,LLEIDA,60-69,17
2020-03-23,LLEIDA,50-59,19
2020-03-23,LLEIDA,90+,5
2020-03-23,LLEIDA,40-49,10
2020-03-23,LLEIDA,20-29,2
2020-03-23,METROPOLITANA NORD,20-29,28
2020-03-23,METROPOLITANA NORD,10-19,2
2020-03-23,METROPOLITANA NORD,70-79,118
2020-03-23,METROPOLITANA NORD,90+,21
2020-03-24,CATALUNYA CENTRAL,20-29,13
2020-03-24,CATALUNYA CENTRAL,60-69,31
2020-03-24,CATALUNYA CENTRAL,50-59,23
2020-03-24,CATALUNYA CENTRAL,30-39,9
2020-03-24,CATALUNYA CENTRAL,80-89,31
2020-03-24,CATALUNYA CENTRAL,40-49,28
2020-03-24,CAMP DE TARRAGONA,70-79,16
2020-03-24,CATALUNYA CENTRAL,70-79,44
2020-03-24,CAMP DE TARRAGONA,40-49,5
2020-03-24,CAMP DE TARRAGONA,50-59,6
2020-03-24,CAMP DE TARRAGONA,30-39,7
2020-03-24,GIRONA,0-9,1
2020-03-24,CAMP DE TARRAGONA,60-69,6
2020-03-24,GIRONA,70-79,21
2020-03-24,GIRONA,60-69,24
2020-03-24,GIRONA,30-39,18
2020-03-24,GIRONA,40-49,18
2020-03-24,GIRONA,80-89,20
2020-03-24,GIRONA,50-59,31
2020-03-24,GIRONA,20-29,6
2020-03-24,GIRONA,90+,7
2020-03-24,CATALUNYA CENTRAL,90+,17
2020-03-24,CAMP DE TARRAGONA,20-29,1
2020-03-24,ALT PIRINEU I ARAN,70-79,4
2020-03-24,BARCELONA CIUTAT,40-49,73
2020-03-24,BARCELONA CIUTAT,50-59,85
2020-03-24,BARCELONA CIUTAT,80-89,75
2020-03-24,BARCELONA CIUTAT,0-9,1
2020-03-24,BARCELONA CIUTAT,30-39,73
2020-03-24,BARCELONA CIUTAT,90+,30
2020-03-24,BARCELONA CIUTAT,70-79,114
2020-03-24,ALT PIRINEU I ARAN,20-29,1
2020-03-24,ALT PIRINEU I ARAN,60-69,3
2020-03-24,ALT PIRINEU I ARAN,80-89,1
2020-03-24,ALT PIRINEU I ARAN,30-39,1
2020-03-24,ALT PIRINEU I ARAN,50-59,6
2020-03-24,GIRONA,10-19,2
2020-03-24,BARCELONA CIUTAT,20-29,27
2020-03-24,CAMP DE TARRAGONA,90+,7
2020-03-24,CAMP DE TARRAGONA,80-89,14
2020-03-24,CAMP DE TARRAGONA,10-19,1
2020-03-24,BARCELONA CIUTAT,60-69,95
2020-03-24,BARCELONA CIUTAT,10-19,1
2020-03-24,METROPOLITANA SUD,20-29,17
2020-03-24,METROPOLITANA SUD,50-59,52
2020-03-24,METROPOLITANA SUD,40-49,73
2020-03-24,METROPOLITANA SUD,60-69,61
2020-03-24,METROPOLITANA SUD,90+,15
2020-03-24,METROPOLITANA SUD,70-79,73
2020-03-24,METROPOLITANA NORD,50-59,97
2020-03-24,METROPOLITANA NORD,60-69,99
2020-03-24,METROPOLITANA NORD,80-89,81
2020-03-24,METROPOLITANA NORD,40-49,91
2020-03-24,METROPOLITANA SUD,30-39,40
2020-03-24,METROPOLITANA SUD,80-89,47
2020-03-24,TERRES DE L'EBRE,40-49,1
2020-03-24,TERRES DE L'EBRE,50-59,3
2020-03-24,TERRES DE L'EBRE,60-69,1
2020-03-24,TERRES DE L'EBRE,70-79,3
2020-03-24,TERRES DE L'EBRE,80-89,6
2020-03-24,TERRES DE L'EBRE,90+,3
2020-03-24,METROPOLITANA SUD,10-19,1
2020-03-24,METROPOLITANA NORD,70-79,103
2020-03-24,METROPOLITANA NORD,0-9,2
2020-03-24,METROPOLITANA NORD,20-29,18
2020-03-24,METROPOLITANA NORD,30-39,41
2020-03-24,LLEIDA,60-69,10
2020-03-24,LLEIDA,50-59,7
2020-03-24,LLEIDA,80-89,15
2020-03-24,LLEIDA,70-79,14
2020-03-24,LLEIDA,30-39,7
2020-03-24,LLEIDA,20-29,1
2020-03-24,LLEIDA,90+,5
2020-03-24,LLEIDA,40-49,5
2020-03-24,METROPOLITANA NORD,90+,23
2020-03-24,METROPOLITANA NORD,10-19,1
2020-03-25,CAMP DE TARRAGONA,40-49,6
2020-03-25,CATALUNYA CENTRAL,40-49,31
2020-03-25,CATALUNYA CENTRAL,60-69,32
2020-03-25,CATALUNYA CENTRAL,20-29,5
2020-03-25,CATALUNYA CENTRAL,70-79,35
2020-03-25,CAMP DE TARRAGONA,80-89,7
2020-03-25,CAMP DE TARRAGONA,60-69,4
2020-03-25,CAMP DE TARRAGONA,70-79,8
2020-03-25,CAMP DE TARRAGONA,30-39,6
2020-03-25,CAMP DE TARRAGONA,20-29,2
2020-03-25,CAMP DE TARRAGONA,90+,1
2020-03-25,CAMP DE TARRAGONA,50-59,8
2020-03-25,CATALUNYA CENTRAL,80-89,22
2020-03-25,CATALUNYA CENTRAL,50-59,31
2020-03-25,GIRONA,30-39,11
2020-03-25,GIRONA,20-29,4
2020-03-25,GIRONA,50-59,26
2020-03-25,GIRONA,10-19,1
2020-03-25,GIRONA,70-79,26
2020-03-25,GIRONA,60-69,25
2020-03-25,GIRONA,90+,18
2020-03-25,CATALUNYA CENTRAL,90+,13
2020-03-25,CATALUNYA CENTRAL,30-39,11
2020-03-25,BARCELONA CIUTAT,30-39,43
2020-03-25,ALT PIRINEU I ARAN,20-29,4
2020-03-25,BARCELONA CIUTAT,70-79,93
2020-03-25,BARCELONA CIUTAT,80-89,101
2020-03-25,BARCELONA CIUTAT,40-49,76
2020-03-25,BARCELONA CIUTAT,20-29,30
2020-03-25,BARCELONA CIUTAT,90+,39
2020-03-25,BARCELONA CIUTAT,50-59,86
2020-03-25,ALT PIRINEU I ARAN,50-59,4
2020-03-25,ALT PIRINEU I ARAN,70-79,4
2020-03-25,ALT PIRINEU I ARAN,40-49,5
2020-03-25,ALT PIRINEU I ARAN,90+,1
2020-03-25,ALT PIRINEU I ARAN,60-69,4
2020-03-25,ALT PIRINEU I ARAN,80-89,3
2020-03-25,ALT PIRINEU I ARAN,30-39,3
2020-03-25,GIRONA,40-49,19
2020-03-25,BARCELONA CIUTAT,60-69,81
2020-03-25,BARCELONA CIUTAT,10-19,3
2020-03-25,METROPOLITANA SUD,90+,15
2020-03-25,METROPOLITANA SUD,70-79,64
2020-03-25,METROPOLITANA SUD,50-59,71
2020-03-25,METROPOLITANA SUD,80-89,56
2020-03-25,METROPOLITANA SUD,30-39,21
2020-03-25,METROPOLITANA SUD,20-29,13
2020-03-25,METROPOLITANA SUD,60-69,59
2020-03-25,METROPOLITANA SUD,40-49,59
2020-03-25,METROPOLITANA NORD,50-59,109
2020-03-25,METROPOLITANA NORD,60-69,100
2020-03-25,METROPOLITANA NORD,20-29,31
2020-03-25,METROPOLITANA NORD,70-79,109
2020-03-25,METROPOLITANA NORD,40-49,83
2020-03-25,METROPOLITANA NORD,30-39,32
2020-03-25,TERRES DE L'EBRE,50-59,2
2020-03-25,TERRES DE L'EBRE,80-89,1
2020-03-25,TERRES DE L'EBRE,70-79,1
2020-03-25,TERRES DE L'EBRE,40-49,1
2020-03-25,METROPOLITANA SUD,10-19,1
2020-03-25,LLEIDA,40-49,9
2020-03-25,LLEIDA,70-79,9
2020-03-25,LLEIDA,50-59,14
2020-03-25,LLEIDA,90+,4
2020-03-25,LLEIDA,60-69,12
2020-03-25,LLEIDA,80-89,4
2020-03-25,LLEIDA,30-39,7
2020-03-25,LLEIDA,20-29,1
2020-03-25,GIRONA,80-89,30
2020-03-25,GIRONA,0-9,1
2020-03-25,METROPOLITANA NORD,90+,26
2020-03-25,METROPOLITANA NORD,80-89,71
2020-03-26,CATALUNYA CENTRAL,20-29,6
2020-03-26,CATALUNYA CENTRAL,70-79,37
2020-03-26,CATALUNYA CENTRAL,30-39,14
2020-03-26,CATALUNYA CENTRAL,40-49,26
2020-03-26,CATALUNYA CENTRAL,80-89,41
2020-03-26,CATALUNYA CENTRAL,50-59,23
2020-03-26,CAMP DE TARRAGONA,40-49,8
2020-03-26,CAMP DE TARRAGONA,30-39,6
2020-03-26,CAMP DE TARRAGONA,80-89,6
2020-03-26,CAMP DE TARRAGONA,50-59,14
2020-03-26,CAMP DE TARRAGONA,60-69,4
2020-03-26,CAMP DE TARRAGONA,70-79,8
2020-03-26,CAMP DE TARRAGONA,20-29,2
2020-03-26,CAMP DE TARRAGONA,90+,3
2020-03-26,CATALUNYA CENTRAL,60-69,33
2020-03-26,GIRONA,0-9,1
2020-03-26,GIRONA,20-29,10
2020-03-26,GIRONA,40-49,26
2020-03-26,GIRONA,50-59,28
2020-03-26,GIRONA,60-69,20
2020-03-26,CATALUNYA CENTRAL,90+,11
2020-03-26,CATALUNYA CENTRAL,10-19,3
2020-03-26,BARCELONA CIUTAT,40-49,50
2020-03-26,BARCELONA CIUTAT,20-29,26
2020-03-26,BARCELONA CIUTAT,30-39,52
2020-03-26,BARCELONA CIUTAT,50-59,83
2020-03-26,BARCELONA CIUTAT,80-89,97
2020-03-26,BARCELONA CIUTAT,70-79,84
